vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9292199,France,Fos sur mer,2014-10-25,More detailed inspection,3,N
9292199,Croatia,Rijeka,2014-01-14,More detailed inspection,0,N
9292199,Italy,Trieste,2013-03-10,Initial inspection,0,N
9292204,Greece,Laurium,2020-08-03,Expanded inspection,0,N
9292204,Sweden,Brofjorden,2012-09-10,Initial inspection,0,N
9292204,United States of America,"Houston, Texas",2020-05-12,Standard Examination,0,N
9292204,United States of America,"Mobile, Alabama",2012-07-20,Standard Examination,0,N
9292204,"Hong Kong, China",Hong Kong Marine Department,2019-12-17,Initial inspection,0,N
9292204,United States of America,"Corpus Christi, Texas",2012-01-31,Standard Examination,0,N
9292204,Canada,Come by Chance,2018-11-20,Expanded inspection,0,N
9292204,United States of America,"Philadelphia, Pennsylvania",2011-06-24,Standard Examination,0,N
9292204,United States of America,"New Orleans, Louisiana",2018-10-02,Standard Examination,0,N
9292204,Italy,Sarroch,2010-04-10,Initial inspection,0,N
9292204,United States of America,"Port Arthur, Texas",2017-09-30,Standard Examination,0,N
9292204,United States of America,"Portland, Maine",2009-12-04,Standard Examination,0,N
9292204,Mexico,Ciudad Del Carmen Cam,2017-09-19,Initial inspection,0,N
9292204,Germany,Hamburg,2009-08-27,Initial inspection,0,N
9292204,United States of America,"Corpus Christi, Texas",2016-09-21,Standard Examination,0,N
9292204,United States of America,"Port Arthur, Texas",2008-12-01,Standard Examination,0,N
9292204,Venezuela,Amuay,2016-04-27,Initial inspection,0,N
9292204,United States of America,"Mobile, Alabama",2007-10-18,Standard Examination,0,N
9292204,United States of America,"Houston, Texas",2015-09-08,Standard Examination,0,N
9292204,Canada,Whiffen Head,2007-05-22,Initial inspection,0,N
9292204,Spain,Bilbao,2015-06-12,Initial inspection,0,N
9292204,United States of America,"New York, New York",2007-01-03,Standard Examination,0,N
9292204,Netherlands,Bonaire,2015-04-17,Initial inspection,1,N
9292204,Estonia,Muuga,2006-11-17,Initial inspection,0,N
9292204,Colombia,Coveñas,2014-07-25,Initial inspection,1,N
9292204,United States of America,"Mobile, Alabama",2005-10-13,Standard Examination,0,N
9292204,United States of America,"Galveston, Texas",2014-07-07,Standard Examination,0,N
9292204,Netherlands,Bonaire,2014-01-07,Initial inspection,0,N
9292204,United States of America,"Galveston, Texas",2013-06-22,Standard Examination,0,N
9292204,Venezuela,Puerto La Cruz,2013-02-24,Initial inspection,0,N
9292503,Greece,Neapolis,2024-05-28,Expanded inspection,0,N
9292503,Canada,Whiffen Head,2014-07-10,More detailed inspection,0,N
9292503,United States of America,"Lake Charles, Louisiana",2007-05-03,Standard Examination,0,N
9292503,Russia,Novorossiisk,2024-04-02,Expanded inspection,0,N
9292503,United States of America,"Corpus Christi, Texas",2014-05-26,Standard Examination,0,N
9292503,Russia,Primorsk,2006-12-11,Initial inspection,0,N
9292503,Turkey,Kocaeli,2024-03-26,More detailed inspection,0,N
9292503,Spain,Castellón de la Plana,2013-09-11,More detailed inspection,2,N
9292503,United States of America,"Port Arthur, Texas",2006-03-14,Standard Examination,0,N
9292503,United States of America,"Port Arthur, Texas",2022-03-09,Standard Examination,0,N
9292503,United States of America,"Mobile, Alabama",2013-05-27,Standard Examination,0,N
9292503,United Kingdom,Teesside,2005-11-30,More detailed inspection,2,N
9292503,Canada,Whiffen Head,2021-05-05,Expanded inspection,0,N
9292503,United States of America,"Mobile, Alabama",2012-12-20,Standard Examination,0,N
9292503,Canada,Dartmouth,2005-04-19,Initial inspection,0,N
9292503,United States of America,"Philadelphia, Pennsylvania",2021-04-23,Standard Examination,2,N
9292503,Venezuela,Puerto La Cruz,2012-06-30,Initial inspection,0,N
9292503,Russia,Murmansk,2005-03-29,Initial inspection,0,N
9292503,United States of America,"Honolulu, Hawaii",2020-02-27,Standard Examination,0,N
9292503,United States of America,"Mobile, Alabama",2012-03-07,Standard Examination,0,N
9292503,United States of America,"Portland, Maine",2005-03-16,Standard Examination,0,N
9292503,Philippines,Manila South Harbour,2019-09-28,Initial inspection,0,N
9292503,United States of America,"Seattle, Washington",2011-02-19,Standard Examination,0,N
9292503,United States of America,"Mobile, Alabama",2018-11-27,Standard Examination,1,N
9292503,,,2011-01-21,,0,N
9292503,United States of America,"New York, New York",2017-12-12,Standard Examination,0,N
9292503,United Kingdom,Immingham,2010-10-05,More detailed inspection,0,N
9292503,Algeria,Arzew,2017-11-26,Initial inspection,1,N
9292503,United Kingdom,Sullom voe,2010-02-21,Initial inspection,0,N
9292503,Spain,Castellón de la Plana,2017-09-28,Expanded inspection,0,N
9292503,United Kingdom,Hound Point,2009-08-09,Initial inspection,0,N
9292503,Venezuela,Puerto La Cruz,2017-04-21,Initial inspection,0,N
9292503,United States of America,"Portland, Maine",2009-07-10,Standard Examination,0,N
9292503,United States of America,"Mobile, Alabama",2016-08-26,Standard Examination,0,N
9292503,France,Marseille,2008-12-03,More detailed inspection,0,N
9292503,Colombia,Coveñas,2016-03-19,Initial inspection,0,N
9292503,United States of America,"Port Arthur, Texas",2008-10-06,Standard Examination,0,N
9292503,United States of America,"New Haven, Connecticut",2015-09-15,Standard Examination,0,N
9292503,France,Nantes,2008-03-27,More detailed inspection,0,N
9292503,Russia,Primorsk,2007-07-03,Initial inspection,0,N
9292577,Brazil,Suape,2023-10-06,Initial inspection,0,N
9292577,Australia,Darwin,2016-07-25,Initial inspection,0,N
9292577,,,2006-10-15,,0,N
9292577,Cuba,Matanzas,2023-03-09,Initial inspection,0,N
9292577,,,2023-03-09,Initial inspection,0,
9292577,,,2006-03-28,,0,N
9292577,Egypt,El Iskandariya (Alexandria),2022-07-24,Initial inspection,0,N
9292577,Philippines,Batangas/Luzon,2016-07-09,Initial inspection,0,N
9292577,,,2006-03-27,,0,N
9292577,Greece,Kalilimenes,2022-07-08,Expanded inspection,0,N
9292577,Australia,Newcastle,2015-12-17,Follow-up inspection,0,N
9292577,,,2005-12-25,,0,N
9292577,United States of America,"New York, New York",2022-06-09,Standard Examination,0,N
9292577,Australia,Newcastle,2015-12-16,Initial inspection,4,N
9292577,,,2005-11-17,,0,N
9292577,Latvia,Ventspils,2021-07-02,Expanded inspection,0,N
9292577,,,2021-07-02,Initial inspection,4,
9292577,United States of America,Guam,2005-11-03,Standard Examination,1,N
9292577,United States of America,"Charleston, South Carolina",2021-05-23,Standard Examination,0,N
9292577,Vietnam,Nha Trang,2015-04-15,Initial inspection,0,N
9292577,Russia,Novorossiisk,2021-02-20,More detailed inspection,1,N
9292577,Australia,Newcastle,2014-02-04,Initial inspection,0,N
9292577,Greece,Agioi Theodoroi,2020-08-07,Expanded inspection,0,N
9292577,,,2020-08-07,Initial inspection,0,
9292577,United States of America,"Boston, Massachusets",2019-11-12,Standard Examination,1,N
9292577,Philippines,Subic,2013-06-11,Initial inspection,0,N
9292577,Colombia,Cartagena,2019-10-30,Initial inspection,0,N
9292577,Philippines,Bataan & North Harbor,2013-02-25,Initial inspection,0,N
9292577,United States of America,"Houston, Texas",2019-06-14,Standard Examination,0,N
9292577,United States of America,Guam,2012-11-15,Standard Examination,1,N
9292577,Mexico,Veracruz Ver,2019-03-08,Initial inspection,0,N
9292577,,,2012-05-27,,0,N
9292577,Morocco,Mohammedia,2018-10-24,Initial inspection,0,N
9292577,United States of America,"Houston, Texas",2011-09-21,Standard Examination,1,N
9292577,France,Bordeaux,2018-06-28,Expanded inspection,4,N
9292577,Canada,Pt Tupper,2011-05-16,Initial inspection,0,N
9292577,United States of America,"New Orleans, Louisiana",2018-06-01,Standard Examination,0,N
9292577,Netherlands,Rotterdam,2010-03-22,Initial inspection,0,N
9292577,Vietnam,Ho Chi Minh City,2017-05-11,Initial inspection,0,N
9292577,Iran,Bandar Khomeini,2009-03-11,Initial inspection,0,N
9292577,United Kingdom,Royal Portbury,2008-11-21,Initial inspection,1,N
9292577,France,Marseille,2008-05-20,Initial inspection,0,N
9292577,United States of America,"Long Beach, California",2007-09-03,Standard Examination,0,N
9292577,,,2007-02-05,,0,N
9292589,Russia,Novorossiisk,2024-04-09,Expanded inspection,2,N
9292589,Iran,Asaluyeb,2016-11-13,Initial inspection,0,N
9292589,Turkey,Kocaeli,2024-01-29,More detailed inspection,2,N
9292589,Indonesia,Kota Baru,2016-06-20,Initial inspection,0,N
9292589,Russia,Novorossiisk,2023-12-11,Expanded inspection,2,N
9292589,Indonesia,Kota Baru,2014-03-11,Initial inspection,0,N
9292589,Russia,Novorossiisk,2023-06-07,Expanded inspection,1,N
9292589,Australia,Kurnell,2013-07-29,Initial inspection,0,N
9292589,China Peoples's Republic,Ningbo,2019-10-08,Initial inspection,3,N
9292589,,,2019-10-08,Initial inspection,0,
9292589,Bangladesh,Chittagong,2019-06-27,Initial inspection,2,N
9292589,Indonesia,Kota Baru,2013-04-17,Initial inspection,0,N
9292589,Indonesia,Kota Baru,2019-06-05,Initial inspection,0,N
9292589,,,2012-10-05,,0,N
9292589,Korea (Republic of),Gwangyang,2018-09-17,Initial inspection,0,N
9292589,,,2012-05-23,,0,N
9292589,China Peoples's Republic,Dalian,2018-04-18,Initial inspection,2,N
9292589,,,2011-12-14,,0,N
9292589,Indonesia,Balikpapan,2017-12-11,Initial inspection,3,N
9292589,Australia,Kwinana,2011-05-05,Initial inspection,1,N
9292589,Australia,Dampier,2017-10-03,Follow-up inspection,0,N
9292589,,,2011-05-05,,0,N
9292589,Australia,Dampier,2017-10-02,Initial inspection,5,N
9292589,,,2009-11-19,,0,N
9292589,,,2009-11-19,Initial inspection,5,
9292589,,,2009-10-14,,0,N
9292589,Korea (Republic of),Gwangyang,2017-07-07,Follow-up inspection,0,N
9292589,,,2008-11-22,,0,N
9292589,,,2008-11-22,Initial inspection,0,
9292589,,,2007-08-09,,0,N
9292589,Russia,Nakhodka,2017-03-16,Follow-up inspection,0,N
9292589,Australia,Port Hedland,2007-06-22,Initial inspection,5,N
9292589,,,2007-06-22,Initial inspection,7,
9292589,,,2006-10-19,,0,N
9292589,Russia,Nakhodka,2017-02-05,Initial inspection,6,N
9292589,,,2006-02-22,,0,N
9292620,Russia,Novorossiisk,2024-04-19,Expanded inspection,10,N
9292620,United States of America,"New York, New York",2014-08-13,Standard Examination,0,N
9292620,United States of America,"Philadelphia, Pennsylvania",2009-05-14,Standard Examination,0,N
9292620,Russia,Novorossiisk,2023-07-21,Expanded inspection,3,N
9292620,United States of America,"New York, New York",2014-07-21,Standard Examination,1,N
9292620,United States of America,"Houston, Texas",2008-06-01,Standard Examination,0,N
9292620,Mexico,Veracruz Ver,2022-04-26,Initial inspection,0,N
9292620,Canada,Come by Chance,2014-03-31,More detailed inspection,0,N
9292620,,,2008-05-02,,0,N
9292620,United States of America,"New Haven, Connecticut",2022-03-05,Standard Examination,1,N
9292620,United States of America,"New York, New York",2013-08-04,Standard Examination,0,N
9292620,United States of America,"Charleston, South Carolina",2007-11-02,Standard Examination,0,N
9292620,Canada,Come by Chance,2021-12-20,More detailed inspection,2,N
9292620,Netherlands,Rotterdam,2013-05-14,More detailed inspection,0,N
9292620,United States of America,"Brownsville, Texas",2007-03-26,Standard Examination,0,N
9292620,Italy,Sarroch,2021-06-25,More detailed inspection,7,N
9292620,Chile,Quintero,2012-10-23,Initial inspection,0,N
9292620,Canada,Quebec city,2007-01-25,Initial inspection,0,N
9292620,United States of America,"New York, New York",2021-01-13,Standard Examination,0,N
9292620,,,2012-10-23,,0,N
9292620,United States of America,"New York, New York",2006-06-02,Standard Examination,0,N
9292620,Netherlands,Amsterdam,2020-12-14,Expanded inspection,9,N
9292620,Venezuela,Puerto La Cruz,2012-08-04,Initial inspection,0,N
9292620,Canada,Come by Chance,2005-12-05,Initial inspection,0,N
9292620,United States of America,"New Orleans, Louisiana",2018-03-26,Standard Examination,0,N
9292620,United States of America,"San Juan, Puerto Rico",2012-07-23,Standard Examination,0,N
9292620,United States of America,"Portland, Maine",2005-12-05,Standard Examination,0,N
9292620,Russia,Primorsk,2018-02-07,Expanded inspection,0,N
9292620,Finland,Skoldvik,2012-05-19,More detailed inspection,0,N
9292620,Netherlands,Rotterdam,2005-10-13,More detailed inspection,0,N
9292620,Dominican Republic,Puerto De Rio Haina,2017-10-23,Initial inspection,0,N
9292620,Portugal,Setúbal,2012-01-04,More detailed inspection,8,N
9292620,Netherlands,St Eustatius,2017-08-31,More detailed inspection,4,N
9292620,United States of America,"Philadelphia, Pennsylvania",2011-08-14,Standard Examination,0,N
9292620,United States of America,"New York, New York",2017-06-04,Standard Examination,0,N
9292620,Venezuela,Puerto La Cruz,2011-05-17,Initial inspection,0,N
9292620,Brazil,Salvador Ba,2016-04-05,Initial inspection,0,N
9292620,Italy,Sarroch,2011-02-17,Initial inspection,0,N
9292620,United States of America,"New York, New York",2016-03-08,Standard Examination,0,N
9292620,United States of America,"San Francisco, California",2010-06-29,Standard Examination,1,N
9292620,Canada,Montreal,2016-01-21,More detailed inspection,1,N
9292620,Norway,Kårstø,2010-03-31,More detailed inspection,0,N
9292620,Portugal,Sines,2010-03-01,Initial inspection,0,N
9292838,Russia,Tuapse,2024-04-23,Expanded inspection,0,N
9292838,Russia,Taman,2024-02-19,Expanded inspection,2,N
9292838,United States of America,"St. Croix, USVI",2023-04-06,Standard Examination,0,N
9292838,Poland,Gdynia,2023-03-09,Expanded inspection,3,N
9292838,Jordan,Aqaba,2019-05-08,Initial inspection,0,N
9292838,Egypt,El Iskandariya (Alexandria),2018-02-04,Initial inspection,2,N
9292967,Russia,Novorossiisk,2024-07-03,Expanded inspection,4,N
9292967,Peru,Supe,2014-08-12,Initial inspection,0,N
9292967,Finland,Sköldvik,2007-07-09,Initial inspection,0,N
9292967,Nigeria,Tin Can Island Port (TCIP),2023-05-24,Initial inspection,1,N
9292967,United States of America,"Galveston, Texas",2014-07-07,Standard Examination,0,N
9292967,United States of America,"Corpus Christi, Texas",2007-04-22,Standard Examination,0,N
9292967,Finland,Skoldvik,2022-02-04,Expanded inspection,0,N
9292967,Canada,Montreal,2014-01-10,More detailed inspection,8,N
9292967,Russia,Murmansk,2006-10-26,Initial inspection,0,N
9292967,United States of America,"New York, New York",2021-06-03,Standard Examination,0,N
9292967,United States of America,"New York, New York",2013-07-02,Standard Examination,0,N
9292967,United States of America,"New York, New York",2006-04-21,Standard Examination,0,N
9292967,Spain,Barcelona,2021-01-04,Expanded inspection,0,N
9292967,Brazil,Sao Sebastiao Sp,2013-05-01,More detailed inspection,1,N
9292967,Canada,Quebec city,2006-03-21,More detailed inspection,0,N
9292967,Senegal,Dakar,2020-11-04,Initial inspection,0,N
9292967,Lebanon,Jiyeh,2013-02-25,Initial inspection,3,N
9292967,United States of America,"Portland, Maine",2006-03-10,Standard Examination,0,N
9292967,Russia,Novorossiisk,2020-09-30,Expanded inspection,0,N
9292967,United States of America,"Jacksonville, Florida",2012-06-08,Standard Examination,0,N
9292967,Germany,Hamburg,2006-01-09,More detailed inspection,1,N
9292967,United States of America,"Corpus Christi, Texas",2019-02-22,Standard Examination,5,N
9292967,Canada,Montreal,2011-08-24,More detailed inspection,4,N
9292967,United States of America,"Port Arthur, Texas",2018-01-19,Standard Examination,0,N
9292967,Romania,Constanta,2010-10-04,Initial inspection,0,N
9292967,United States of America,"Philadelphia, Pennsylvania",2017-01-03,Standard Examination,0,N
9292967,United States of America,"Charleston, South Carolina",2010-06-07,Standard Examination,0,N
9292967,Venezuela,Guanta,2016-08-23,Initial inspection,0,N
9292967,Lithuania,Klaipeda,2009-11-09,Initial inspection,0,N
9292967,Finland,Skoldvik,2016-03-11,More detailed inspection,0,N
9292967,Canada,Dartmouth,2009-05-06,Initial inspection,0,N
9292967,Mexico,Coatzacoalcos Ver,2016-01-07,Initial inspection,0,N
9292967,United States of America,"New York, New York",2009-04-30,Standard Examination,1,N
9292967,United States of America,"New York, New York",2015-08-16,Standard Examination,0,N
9292967,Latvia,Riga,2009-04-14,Initial inspection,2,N
9292967,United States of America,"Houston, Texas",2015-05-20,Standard Examination,0,N
9292967,Netherlands,Amsterdam,2008-09-03,Initial inspection,0,N
9292967,Canada,Montreal,2015-01-12,More detailed inspection,1,N
9292967,United States of America,"New York, New York",2008-05-01,Standard Examination,0,N
9292967,Canada,Quebec city,2008-02-19,More detailed inspection,1,N
9293002,Tunisia,La Skhira,2024-07-08,More detailed inspection,5,N
9293002,United States of America,"Corpus Christi, Texas",2014-01-25,Standard Examination,0,N
9293002,United States of America,"St. Croix, USVI",2007-07-23,Standard Examination,0,N
9293002,China Peoples's Republic,Shanghai,2023-12-05,Follow-up inspection,0,N
9293002,Netherlands,St Eustatius,2014-01-13,More detailed inspection,2,N
9293002,Croatia,Rijeka,2007-01-31,Initial inspection,0,N
9293002,,,2007-01-31,Initial inspection,4,
9293002,Estonia,Muuga,2013-05-20,Initial inspection,0,N
9293002,United States of America,"Lake Charles, Louisiana",2006-08-24,Standard Examination,0,N
9293002,Russia,Nakhodka,2022-07-22,Follow-up inspection,0,N
9293002,Jordan,Aqaba,2013-02-26,Initial inspection,2,N
9293002,United States of America,"Mobile, Alabama",2006-08-03,Standard Examination,0,N
9293002,Russia,Nakhodka,2022-07-20,Follow-up inspection,0,N
9293002,India,Cochin,2013-01-23,Initial inspection,2,N
9293002,United States of America,"Philadelphia, Pennsylvania",2005-09-26,Standard Examination,0,N
9293002,Russia,Nakhodka,2022-07-19,Initial inspection,22,N
9293002,United States of America,"Philadelphia, Pennsylvania",2012-08-29,Standard Examination,2,N
9293002,Canada,Whiffen Head,2005-09-05,Initial inspection,0,N
9293002,Singapore,Singapore,2020-02-26,Initial inspection,0,N
9293002,Russia,Primorsk,2012-07-09,Initial inspection,0,N
9293002,United States of America,"Corpus Christi, Texas",2005-07-16,Standard Examination,0,N
9293002,Venezuela,Bajo Grande,2019-04-05,Initial inspection,0,N
9293002,United States of America,"New Orleans, Louisiana",2010-11-08,Standard Examination,0,N
9293002,Italy,Trieste,2019-02-04,Expanded inspection,15,N
9293002,United States of America,"New Orleans, Louisiana",2010-09-22,Standard Examination,1,N
9293002,Russia,Taman,2018-11-10,Initial inspection,0,N
9293002,United States of America,Galveston,2009-09-17,Standard Examination,0,N
9293002,Croatia,Omisalj,2018-01-06,Expanded inspection,0,N
9293002,United States of America,"Philadelphia, Pennsylvania",2009-08-26,Standard Examination,1,N
9293002,Greece,Aspropyrgos,2016-11-24,Expanded inspection,0,N
9293002,Canada,Come by Chance,2009-07-25,More detailed inspection,1,N
9293002,New Zealand,Whangarei,2016-07-24,Initial inspection,0,N
9293002,Russia,Primorsk,2009-07-08,Initial inspection,0,N
9293002,Greece,Pachi,2015-12-26,More detailed inspection,1,N
9293002,Italy,Augusta,2009-03-12,Initial inspection,0,N
9293002,Italy,Trieste,2015-05-20,More detailed inspection,5,Y
9293002,United States of America,"Houston, Texas",2009-02-13,Standard Examination,0,N
9293002,Greece,Pachi,2015-02-19,Initial inspection,2,N
9293002,Estonia,Muuga,2008-07-31,Initial inspection,0,N
9293002,United States of America,"Houston, Texas",2014-07-23,Standard Examination,2,N
9293002,United States of America,"New York, New York",2007-11-20,Standard Examination,0,N
9293002,Colombia,Coveñas,2014-03-29,Initial inspection,1,N
9293117,Turkey,Aliaga,2024-06-28,Initial inspection,0,N
9293117,United States of America,"Philadelphia, Pennsylvania",2014-04-12,Standard Examination,0,N
9293117,Russia,Novorossiisk,2024-04-26,Expanded inspection,1,N
9293117,Netherlands,Rotterdam,2013-10-11,Initial inspection,0,N
9293117,Russia,Taman,2023-12-05,Expanded inspection,1,N
9293117,United States of America,"Corpus Christi, Texas",2013-04-15,Standard Examination,0,N
9293117,Russia,Novorossiisk,2022-10-22,Expanded inspection,1,N
9293117,Canada,Quebec city,2012-10-04,More detailed inspection,2,N
9293117,Greece,Gythion,2022-10-08,Expanded inspection,1,N
9293117,United States of America,"Morgan City, Louisiana",2011-11-18,Standard Examination,0,N
9293117,Russia,Taman,2022-07-11,Expanded inspection,8,N
9293117,Netherlands,Rotterdam,2010-01-12,Initial inspection,0,N
9293117,Canada,Quebec city,2021-08-30,Expanded inspection,0,N
9293117,Estonia,Tallinn,2009-07-01,Initial inspection,0,N
9293117,Brazil,Suape,2021-01-28,Initial inspection,0,N
9293117,United States of America,Galveston,2009-01-14,Standard Examination,0,N
9293117,Turkey,Botas,2019-04-11,Initial inspection,0,N
9293117,United States of America,"St. Croix, USVI",2008-12-27,Standard Examination,0,N
9293117,Spain,Cartagena,2019-04-03,Expanded inspection,0,N
9293117,Canada,Pt Tupper,2008-04-17,Initial inspection,0,N
9293117,Colombia,Coveñas,2019-02-11,Initial inspection,0,N
9293117,United States of America,"Long Beach, California",2007-11-25,Standard Examination,0,N
9293117,United States of America,"Galveston, Texas",2018-06-26,Standard Examination,0,N
9293117,United States of America,"Long Beach, California",2007-11-21,Standard Examination,1,N
9293117,United Kingdom,Teesport,2018-02-24,Expanded inspection,5,N
9293117,Italy,Roma(fiumicino),2007-03-11,More detailed inspection,2,N
9293117,Spain,La Coruña (A Coruña),2017-04-21,Expanded inspection,0,N
9293117,United States of America,Galveston,2006-12-11,Standard Examination,0,N
9293117,United States of America,"Philadelphia, Pennsylvania",2017-03-17,Standard Examination,0,N
9293117,Australia,Kwinana,2005-07-01,Initial inspection,1,N
9293117,Netherlands,Rotterdam,2015-10-31,Initial inspection,0,N
9293117,United States of America,"Mobile, Alabama",2015-08-28,Standard Examination,0,N
9293117,China Peoples's Republic,Qingdao,2015-04-23,Initial inspection,2,N
9293155,Poland,Gdansk,2023-05-09,Expanded inspection,8,N
9293155,,,2011-04-14,,0,N
9293155,United States of America,"Galveston, Texas",2022-12-20,Standard Examination,0,N
9293155,,,2011-03-23,,0,N
9293155,Malta,Marsaxlokk,2022-02-20,Expanded inspection,0,N
9293155,Australia,Kwinana,2010-11-17,Initial inspection,1,N
9293155,,,2010-11-17,Expanded inspection,0,
9293155,,,2010-11-17,,0,N
9293155,United States of America,"New Orleans, Louisiana",2021-12-10,Standard Examination,0,N
9293155,,,2010-06-09,,0,N
9293155,Singapore,Singapore,2020-12-29,Initial inspection,0,N
9293155,,,2010-05-26,,0,N
9293155,Spain,Castellón de la Plana,2018-03-22,More detailed inspection,0,N
9293155,,,2009-04-23,,0,N
9293155,Australia,Geelong,2016-08-26,Follow-up inspection,0,N
9293155,Australia,Kwinana,2007-08-17,Initial inspection,2,N
9293155,,,2007-08-17,Initial inspection,1,
9293155,,,2007-07-30,,0,N
9293155,,,2007-07-30,Initial inspection,1,
9293155,,,2006-11-30,,0,N
9293155,China Peoples's Republic,Shanghai,2015-08-13,Initial inspection,2,N
9293155,Australia,Brisbane,2006-03-28,Initial inspection,0,N
9293155,Russia,Vostochny,2014-11-07,Initial inspection,0,N
9293155,Australia,Brisbane,2005-07-11,Initial inspection,0,N
9293155,Korea (Republic of),Ulsan,2014-02-13,Initial inspection,1,N
9293155,,,2005-01-17,,0,N
9293155,Korea (Republic of),Incheon,2013-11-11,Initial inspection,0,N
9293155,Korea (Republic of),Ulsan,2013-04-17,Initial inspection,2,N
9293155,,,2012-07-20,,0,N
9293155,,,2011-12-14,,0,N
9293155,,,2011-06-27,,0,N
9293337,Venezuela,Guanta,2024-01-11,Initial inspection,0,N
9293337,Greece,Agioi Theodoroi,2023-11-08,Expanded inspection,0,N
9293337,Russia,Tuapse,2023-06-05,Initial inspection,4,N
9293337,Senegal,Dakar,2022-12-01,Initial inspection,0,N
9293337,Spain,Santa cruz tenerife,2022-06-10,Expanded inspection,2,N
9293337,Spain,Bilbao,2021-05-17,Expanded inspection,0,N
9293337,Portugal,Sines,2020-01-27,Expanded inspection,0,N
9293337,Portugal,Lisboa,2019-03-20,Expanded inspection,2,N
9293337,France,Bordeaux,2015-06-07,Expanded inspection,0,N
9293337,Portugal,Sines,2014-11-05,Expanded inspection,0,N
9293337,Portugal,Sines,2014-01-25,Expanded inspection,0,N
9293337,Italy,Sarroch,2012-06-20,More detailed inspection,4,N
9293337,Portugal,Sines,2007-05-31,Initial inspection,0,N
9293959,Greece,Kalamáta,2023-03-22,Expanded inspection,3,N
9293959,United States of America,"Houston, Texas",2014-09-29,Standard Examination,0,N
9293959,Russia,Tuapse,2023-02-23,More detailed inspection,8,Y
9293959,United States of America,"Houston, Texas",2013-09-10,Standard Examination,0,N
9293959,Russia,Tuapse,2023-02-02,Initial inspection,2,N
9293959,United States of America,"Houston, Texas",2013-08-26,Standard Examination,0,N
9293959,Bangladesh,Chittagong,2022-07-22,Initial inspection,0,N
9293959,United States of America,"Houston, Texas",2012-09-16,Standard Examination,0,N
9293959,Bangladesh,Chittagong,2021-06-20,Initial inspection,0,N
9293959,Canada,Montreal,2012-08-26,More detailed inspection,8,N
9293959,United States of America,"New York, New York",2020-12-18,Standard Examination,0,N
9293959,Malta,Marsaxlokk,2010-06-21,Initial inspection,0,N
9293959,Colombia,Barranquilla,2020-12-04,Follow-up inspection,0,N
9293959,Greece,Eleusis,2009-12-16,Initial inspection,0,N
9293959,Colombia,Barranquilla,2020-11-29,Follow-up inspection,0,N
9293959,Malta,Marsaxlokk,2008-04-11,Initial inspection,0,N
9293959,Colombia,Barranquilla,2020-11-28,Initial inspection,0,N
9293959,Spain,Tarragona,2007-03-12,Initial inspection,0,N
9293959,United States of America,"Houston, Texas",2019-11-08,Standard Examination,0,N
9293959,United States of America,"Long Beach, California",2006-06-23,Standard Examination,0,N
9293959,Panama,Rodman,2019-10-07,Initial inspection,0,N
9293959,Panama,Balboa,2019-01-31,Follow-up inspection,0,N
9293959,Panama,Rodman,2019-01-30,Initial inspection,0,N
9293959,United States of America,"Galveston, Texas",2018-10-03,Standard Examination,0,N
9293959,United States of America,"Houston, Texas",2017-09-20,Standard Examination,0,N
9293959,United States of America,"Houston, Texas",2016-09-23,Standard Examination,0,N
9293959,United States of America,"Houston, Texas",2015-10-13,Standard Examination,0,N
9293997,Russia,Vanimo,2024-08-05,Initial inspection,0,N
9293997,Croatia,Bakar,2017-08-04,More detailed inspection,0,N
9293997,Russia,Slavyanka,2024-01-24,Initial inspection,2,N
9293997,Greece,Elefsis,2017-03-14,Initial inspection,3,N
9293997,Turkey,Kocaeli,2023-07-24,More detailed inspection,0,N
9293997,Greece,Agioi Theodoroi,2016-01-14,Initial inspection,0,N
9293997,Russia,Tuapse,2023-06-20,Initial inspection,3,N
9293997,Malta,Marsaxlokk,2014-12-27,More detailed inspection,0,N
9293997,Russia,Tuapse,2022-12-01,Initial inspection,2,N
9293997,Malta,Valletta,2014-12-27,More detailed inspection,0,N
9293997,Georgia,Batumi,2021-11-15,More detailed inspection,0,N
9293997,Bulgaria,Burgas,2013-10-17,More detailed inspection,3,N
9293997,Belgium,Antwerp,2021-03-15,More detailed inspection,1,N
9293997,Egypt,El Iskandariya (Alexandria),2013-08-29,Initial inspection,2,N
9293997,Spain,Algeciras,2021-02-26,Expanded inspection,0,N
9293997,Croatia,Rijeka,2012-06-19,Initial inspection,0,N
9293997,Russia,Tuapse,2020-10-20,Initial inspection,0,N
9293997,Malta,Marsaxlokk,2009-09-02,Initial inspection,0,N
9293997,Egypt,El Iskandariya (Alexandria),2020-07-21,Initial inspection,0,N
9293997,Spain,Bilbao,2008-04-22,Initial inspection,0,N
9293997,Denmark,Asnæsværkets Havn,2020-01-03,Expanded inspection,2,N
9293997,United States of America,"New York, New York",2007-11-28,Standard Examination,2,N
9293997,Greece,Kalamáta,2019-02-16,Expanded inspection,0,N
9293997,Malta,Valletta,2007-09-05,Initial inspection,0,N
9293997,Russia,Novorossiisk,2019-01-29,More detailed inspection,0,N
9293997,United Kingdom,Hamble,2006-12-05,Initial inspection,0,N
9293997,Russia,Novorossiisk,2018-11-27,More detailed inspection,3,N
9293997,United States of America,"Houston, Texas",2006-08-06,Standard Examination,0,N
9293997,Russia,Novorossiisk,2018-06-23,More detailed inspection,1,N
