imo,vessel_name,tanker_size,buildyear,crude_total,months_uninsured,products_total,start_date,end_date,earliest_sanction_date,ownership_changes_after_2022,ownership_jurisdictions_after_2022,shipmanager_changes_after_2022,shipmanager_jurisdictions_after_2022,ism_manager_changes_after_2022,ism_manager_jurisdictions_after_2022,detentions,detentions_after_2022,deficiencies,deficiencies_after_2022,names_after_2022,name_changes_after_2022,flags_after_2022,flag_changes_after_2022,ais_gaps,ais_gap_total_hours,ais_gaps_after_2022,ais_gap_total_hours_after_2022,RUS_port_visits_after_2022,RUS_port_visits_before_2022,TUR_port_visits_after_2022,TUR_port_visits_before_2022,IND_port_visits_after_2022,IND_port_visits_before_2022,loitering_events_before_2022,loitering_events_after_2022,sts_events
9248801,Atacama,Seawaymax,2003,,14,3.9000000000000004,2023-01-01,2024-06-30,,2,"Liberia, United Arab Emirates",4,"Greece, India, Turkey, United Arab Emirates",5,"Greece, India, Turkey, Unknown, China",2,2,41,10,"Atacama, MU DAN",2,"St.Kitts and Nevis, Not Known, Panama",3,4,861,1,360,52,22,64,32,0,0,88,97,26
9248849,Swordfish,Aframax,2004,0.73,1,0.0,2024-01-01,2024-01-31,,4,"Indonesia, China, Indonesia, Seychelles",5,"Greece, Indonesia, China, Indonesia, Seychelles",3,"Singapore, Indonesia, Azerbaijan",0,0,51,4,"Swordfish, Salamander, SILVERA",3,"Marshall Islands, Indonesia, Sierra leone",3,1,276,0,0,16,7,4,0,6,0,21,93,4
9249130,Chilli,Aframax,2004,0.72,1,0.7,2024-02-01,2024-06-30,,2,"China, Antigua & Barbuda",2,"Russia, Antigua & Barbuda",2,"United Arab Emirates, Unknown",1,1,32,3,"Butterfly A, CHILLI",2,"Liberia, Antigua and Barbuda",2,2,88,1,71,11,29,5,0,12,2,89,21,11
9249312,Misca,Suezmax,2001,1.01,1,0.0,2023-07-01,2023-07-31,,3,"Liberia, Liberia, Seychelles",4,"Greece, Cyprus, Liberia, Seychelles",4,"Singapore, Cyprus, China, Azerbaijan",1,0,28,5,"Misca, Mossa, IZOLA",3,"Panama, Palau (Republic of), Panama, Palau (Republic of), Cook islands, Panama",6,0,0,0,0,12,0,11,0,4,4,66,65,6
9249324,Cathay Phoenix,Suezmax,2001,0.71,1,0.0,2023-06-01,2023-06-30,,2,"Liberia, Marshall Islands",2,"Greece, Marshall Islands",2,"Singapore, China",0,0,26,4,"Cathay Phoenix, IZUMO",2,"Liberia, Gabon",2,0,0,0,0,3,0,0,0,1,2,94,61,6
9250531,Python,Aframax,2004,2.77,3,0.7,2023-08-01,2024-04-30,,2,"Marshall Islands, Azerbaijan",4,"Greece, Greece, Moldova, Azerbaijan",3,"Greece, Moldova, Azerbaijan",1,0,29,5,PYTHON,1,"Palau (Republic of), Cook islands",2,2,36,0,0,8,0,8,3,3,0,66,61,6
9250543,Neomi,Aframax,2004,0.71,1,2.2,2023-09-01,2024-06-30,,2,"Marshall Islands, India",3,"Greece, Greece, India",3,"Greece, Unknown, India",0,0,23,3,NEOMI,1,Panama,1,0,0,0,0,10,0,4,0,4,0,99,101,12
9250892,Lucia,Aframax,2003,3.6,5,1.3,2023-01-01,2024-05-31,,3,"Vietnam, Vietnam, Seychelles",2,"Vietnam, Seychelles",2,"Unknown, Azerbaijan",1,1,35,1,"Melia, Lucia, MIKATI",3,Sierra leone,1,3,3195,1,62,25,0,5,0,9,2,128,24,22
9250907,Rani,Aframax,2003,0.72,1,0.0,2024-01-01,2024-01-31,,1,Singapore,1,Singapore,2,"India, China",0,0,29,8,,0,,0,0,0,0,0,1,0,0,0,1,0,25,100,31
9251274,Crius,Aframax,2003,9.86,8,0.0,2023-11-01,2024-06-30,,2,"Saudi Arabia, China",3,"United Arab Emirates, China, China",4,"United Arab Emirates, China, Unknown, China",0,0,5,2,CRIUS,1,Panama,1,3,176,0,0,30,0,0,0,2,4,73,127,2
9251456,Daphne I,Seawaymax,2003,,1,0.5,2024-03-01,2024-03-31,,1,United Arab Emirates,3,"United Arab Emirates, Turkey, United Arab Emirates",3,"Singapore, Turkey, United Arab Emirates",0,0,43,8,,0,,0,2,185,0,0,12,7,40,42,0,4,63,33,12
9251810,Cross Ocean,Aframax,2002,0.71,1,0.4,2024-01-01,2024-05-31,,2,"Liberia, Malaysia",2,"Liberia, Malaysia",2,"Singapore, Malaysia",0,0,36,2,CROSS OCEAN,1,Panama,1,4,1330,0,0,6,0,7,0,6,11,95,54,0
9252400,Onyx,Seawaymax,2002,,2,0.5,2023-04-01,2023-05-31,,2,"Liberia, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",2,"Greece, Unknown",0,0,55,10,ONYX,1,Cook islands,1,1,15,0,0,17,30,51,51,0,0,0,38,16
9252436,Starry,Seawaymax,2003,,1,0.3,2024-02-01,2024-02-29,,2,"China, China",3,"China, China, China",2,"China, China",0,0,47,5,"Starry, CALLISTO",2,,0,1,182,0,0,1,0,0,0,0,0,28,24,14
9253076,Mira,Aframax,2003,2.88,4,1.9999999999999998,2023-01-01,2024-06-30,,2,"Vietnam, Seychelles",2,"Vietnam, Seychelles",2,"Vietnam, Azerbaijan",1,1,37,3,REUS,1,Sierra leone,1,6,298,2,42,24,0,8,0,7,3,167,19,6
9253234,Glyfada,Seawaymax,2003,,6,1.8000000000000003,2023-11-01,2024-04-30,,2,"Marshall Islands, Marshall Islands",3,"Greece, Greece, Marshall Islands",5,"Greece, Greece, India, India, Unknown",0,0,35,6,GLYFADA,1,Gabon,1,2,41,0,0,26,17,37,31,0,0,41,81,10
9253313,Arabela,Aframax,2003,0.72,1,0.0,2024-05-01,2024-05-31,,2,"Marshall Islands, Seychelles",3,"India, United Arab Emirates, Seychelles",3,"India, United Arab Emirates, Azerbaijan",0,0,28,0,ARABELA,1,Cook islands,1,3,171,1,14,4,0,1,0,1,7,57,3,0
9253325,Nurkez,Aframax,2004,4.32,6,0.0,2023-03-01,2024-03-31,,2,"Liberia, China",2,"United Kingdom, China",2,"United Kingdom, China",0,0,41,1,NURKEZ,1,Panama,1,0,0,0,0,24,3,0,6,7,0,152,67,0
9253595,Paprika,Seawaymax,2003,,3,0.6000000000000001,2023-08-01,2024-01-31,,2,"Malta, Marshall Islands",3,"Greece, Turkey, Marshall Islands",3,"Greece, Turkey, Bulgaria",0,0,38,6,"Paprika, BHARAT",2,Panama,1,3,753,2,739,4,4,42,14,10,0,5,36,6
9253894,Destamar,Suezmax,2002,4.04,4,0.0,2023-11-01,2024-06-30,,3,"Germany, Cyprus, Antigua & Barbuda",3,"Germany, Cyprus, Antigua & Barbuda",2,"Germany, Unknown",0,0,37,4,"Ocean, Taurus A, DESTAMAR",3,"Gabon, Liberia, Antigua and Barbuda",3,3,39,0,0,3,4,11,4,4,11,114,92,36
9253909,James Ii,Suezmax,2002,,1,0.2,2024-06-01,2024-06-30,,2,"Cyprus, India",2,"Cyprus, India",5,"Germany, Unknown, Cyprus, Unknown, India",0,0,42,3,"Waltz, JAMES II",2,"Cyprus, Palau (Republic of)",2,0,0,0,0,0,0,3,0,0,5,119,53,50
9254915,Martina,Aframax,2004,1.43,1,0.0,2023-08-01,2023-08-31,,2,"Malaysia, Panama",3,"Malaysia, Malaysia, Malaysia",2,"Unknown, Unknown",1,0,31,3,VIOLA,1,,0,1,99,0,0,2,0,0,0,0,1,64,76,28
9255244,Bolognia Falcon,Seawaymax,2003,,5,1.3,2023-08-01,2024-06-30,,2,"USA, Marshall Islands",2,"USA, Marshall Islands",3,"USA, Unknown, Cyprus",0,0,17,0,BOLOGNIA FALCON,1,Panama,1,1,17,0,0,13,0,12,0,0,0,24,18,2
9255268,Andrey Pervozvanniy,Seawaymax,2003,0.18,1,0.9000000000000001,2023-02-01,2024-03-31,,1,Russia,1,Russia,1,Russia,0,0,30,2,,0,,0,0,0,0,0,37,42,0,0,0,0,36,39,0
9255270,Np Dikson,Seawaymax,2004,,1,0.1,2024-06-01,2024-06-30,,1,Russia,1,Russia,2,"Unknown, Russia",1,0,22,0,,0,,0,0,0,0,0,17,32,0,0,0,0,20,7,0
9255660,Pontus I,Aframax,2004,2.05,3,0.4,2023-11-01,2024-03-31,,4,"Liberia, China, China, China",5,"Greece, Liberia, United Arab Emirates, China, China",5,"Greece, Unknown, United Arab Emirates, Indonesia, China",0,0,34,3,PONTUS I,1,Panama,1,2,59,0,0,23,11,18,7,3,6,83,45,15
9255672,Lebre,Aframax,2004,1.42,2,0.0,2024-04-01,2024-06-30,,2,"Liberia, Seychelles",2,"Greece, Seychelles",2,"Greece, Azerbaijan",0,0,39,3,LEBRE,1,Cook islands,1,7,494,5,281,7,4,4,7,8,8,112,56,8
9255830,Sea Marine 1,Seawaymax,2003,,12,3.0000000000000004,2023-01-01,2024-06-30,,3,"Vietnam, China, Vietnam",3,"Vietnam, China, Vietnam",2,"Vietnam, India",3,3,37,9,SEA MARINE 1,1,Vietnam,1,0,0,0,0,66,0,61,0,1,0,4,74,0
9256028,Seginus,Panamax,2003,,3,0.6000000000000001,2023-12-01,2024-06-30,,2,"Panama, India",2,"Greece, India",3,"Greece, Unknown, Unknown",0,0,43,3,"B Eva, SEGINUS",2,Djibouti,1,1,1091,1,1091,6,6,1,1,0,0,63,39,2
9256913,Rio Napo,Seawaymax,2003,,2,0.6,2023-03-01,2023-05-31,,2,"Liberia, India",3,"United Arab Emirates, Pakistan, India",3,"United Arab Emirates, Pakistan, India",0,0,37,0,RIO NAPO,1,Cook islands,1,6,192,0,0,5,2,2,0,0,15,101,51,4
9257022,Laconia,Aframax,2003,2.76,4,0.6,2023-03-01,2024-02-29,,2,"Liberia, Seychelles",3,"Greece, India, Seychelles",5,"Greece, Unknown, India, India, India",0,0,35,4,LACONIA,1,"St.Kitts and Nevis, Gabon",2,1,13,0,0,14,2,3,0,8,13,32,46,0
9257137,Auriga,Suezmax,2003,1.4,2,0.0,2023-01-01,2023-02-28,,4,"Greece, Marshall Islands, Singapore, China",3,"Greece, Singapore, China",3,"Greece, China, China",0,0,27,1,"Auriga, MIN HANG",2,"Marshall Islands, Panama, Cook islands",3,1,69,0,0,5,2,0,3,2,1,47,121,0
9257814,Torex,Aframax,2003,2.16,3,0.6,2023-02-01,2024-05-31,,2,"Pakistan, Moldova",2,"Pakistan, Moldova",2,"Pakistan, Moldova",0,0,11,1,TOREX,1,"Panama, Palau (Republic of), Cook islands",3,1,31,0,0,10,0,17,0,4,1,16,22,10
9257993,Mistral 1,Aframax,2003,4.5,5,0.0,2023-03-01,2024-05-31,,1,Marshall Islands,1,Marshall Islands,1,Pakistan,0,0,31,2,,0,"Not Known, San Marino",2,0,0,0,0,7,26,0,0,2,1,151,173,8
9258026,Ederra,Seawaymax,2003,,7,1.4,2023-10-01,2024-06-30,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",2,"Greece, Moldova",1,0,63,6,EDERRA,1,Palau (Republic of),1,9,683,5,525,32,1,25,4,4,0,64,34,0
9258167,Troitsky Bridge,Seawaymax,2003,,6,1.7,2023-02-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,40,8,,0,Gabon,1,2,39,1,22,17,4,32,0,0,9,59,80,2
9258870,Lelia,Aframax,2003,8.190000000000001,7,0.0,2023-01-01,2023-07-31,,3,"Marshall Islands, Panama, India",3,"Greece, India, India",4,"South Korea, India, Unknown, India",0,0,34,1,"Emilia, LELIA",2,"Panama, Barbados",2,0,0,0,0,16,2,1,0,0,4,76,78,26
9258882,Legend,Aframax,2003,,8,4.0,2023-01-01,2024-05-31,,2,"Vietnam, Vietnam",2,"Vietnam, Vietnam",1,Unknown,1,1,40,3,,0,,0,15,2563,2,30,34,3,0,0,1,4,79,34,56
9259197,Thalia Iii,Aframax,2003,4.32,6,0.0,2023-04-01,2024-04-30,,2,"Indonesia, China",4,"Indonesia, Indonesia, China, China",3,"Singapore, China, China",1,0,27,0,"Redbud, THALIA III",2,"Liberia, Panama",2,3,229,0,0,20,1,5,0,4,0,57,110,6
9259733,Snow Lotus,Suezmax,2004,2.18,2,0.0,2023-11-01,2024-01-31,,3,"China, Liberia, China",3,"China, India, China",3,"China, India, China",0,0,25,1,"Lila Guangzhou, SNOW LOTUS",2,"Liberia, Panama",2,2,316,1,114,5,0,1,0,6,2,67,99,2
9259745,Eternal Peace,Suezmax,2004,6.22,6,0.0,2023-06-01,2024-06-30,,3,"China, United Arab Emirates, China",3,"China, India, China",3,"China, India, China",2,0,25,2,"Lila Shenzhen, ETERNAL PEACE",2,"Liberia, Panama",2,9,818,1,12,6,0,2,0,13,0,48,74,9
9259991,Sezar,Seawaymax,2003,,7,2.5,2023-06-01,2024-05-31,,2,"Germany, Turkey",3,"United Arab Emirates, Turkey, Turkey",3,"Germany, Singapore, Unknown",0,0,40,6,"Beks Tango, SEZAR",2,"Marshall Islands, Germany, Panama",3,0,0,0,0,21,16,49,15,1,0,19,64,3
9260275,Blue Sun,Seawaymax,2004,,6,1.7999999999999998,2023-06-01,2024-03-31,,3,"Marshall Islands, Vietnam, Seychelles",3,"Monaco, Vietnam, Seychelles",3,"Monaco, Vietnam, Azerbaijan",2,0,47,6,"Blue Sun, KATRAN",2,Sierra leone,1,3,166,2,146,35,10,23,23,0,1,34,31,0
9260823,Future,Aframax,2004,1.83,3,1.7999999999999998,2023-01-01,2024-02-29,,2,"Vietnam, Seychelles",2,"Vietnam, Seychelles",3,"Italy, Vietnam, Azerbaijan",3,1,44,3,FIESTA,1,Sierra leone,1,3,2093,1,19,18,3,2,0,12,0,36,14,6
9261401,Siren,Seawaymax,2003,,4,1.0,2023-05-01,2024-05-31,,2,"Germany, Turkey",4,"Denmark, United Arab Emirates, Turkey, Turkey",4,"Germany, Singapore, India, Turkey",0,0,35,6,"Beks Focus, SIREN",2,"Marshall Islands, Germany, Barbados",3,4,83,0,0,18,43,10,7,0,0,13,20,23
9261657,C Viking,Seawaymax,2004,,3,0.8,2024-02-01,2024-05-31,,2,"China, Seychelles",4,"China, China, Moldova, Seychelles",3,"China, Moldova, Azerbaijan",1,0,47,5,C VIKING,1,"Palau (Republic of), Cook islands",2,1,14,0,0,20,17,25,21,2,1,38,49,16
9262170,Mercury,Handysize,2004,,4,0.30000000000000004,2023-04-01,2023-09-30,,1,Russia,1,Russia,1,Russia,2,0,18,0,,0,,0,4,61,3,40,64,156,0,0,0,0,36,132,2
9262924,Linda I,Aframax,2002,,4,3.1,2023-10-01,2024-01-31,,3,"Malta, China, Seychelles",3,"China, China, Seychelles",3,"China, China, Azerbaijan",2,1,41,5,"Linda I, UTAKI",2,Sierra leone,1,3,126,0,0,16,2,18,28,4,0,137,67,14
9263186,Seal,Seawaymax,2004,,15,4.6000000000000005,2023-01-01,2024-06-30,,3,"Singapore, Marshall Islands, Turkey",3,"Singapore, Marshall Islands, Turkey",4,"Greece, China, Turkey, Turkey",0,0,41,10,"Beks Blue, SEAL",2,"Marshall Islands, Guinea-Bissau",2,4,56,0,0,34,10,71,19,3,2,18,91,3
9263198,Saint,Seawaymax,2004,,6,1.6,2023-02-01,2024-05-31,,2,"Singapore, Turkey",3,"Singapore, Turkey, Turkey",3,"Greece, China, Turkey",0,0,40,5,"Beks Naz, SAINT",2,"Marshall Islands, Guinea-Bissau",2,0,0,0,0,15,6,55,19,1,10,19,50,26
9263203,Soul,Seawaymax,2004,,16,5.1000000000000005,2023-01-01,2024-06-30,,2,"Singapore, Turkey",3,"Singapore, Turkey, Turkey",3,"Greece, China, Turkey",0,0,47,8,"Beks Lina, SOUL",2,"Marshall Islands, Guinea-Bissau",2,0,0,0,0,36,11,82,35,0,3,39,129,6
9263643,Frunze,Aframax,2003,1.71,3,1.7999999999999998,2023-02-01,2024-06-30,,3,"Singapore, Marshall Islands, Marshall Islands",3,"India, Marshall Islands, China",2,"India, China",0,0,20,3,FRUNZE,1,,0,2,196,0,0,9,0,4,0,5,2,70,61,40
9264570,Themis,Aframax,2002,5.68,5,0.7,2023-04-01,2024-04-30,,1,China,1,China,1,China,1,1,33,4,,0,,0,4,350,2,161,16,1,0,0,6,5,83,134,10
9265756,Life,Aframax,2005,11.25,12,0.0,2023-01-01,2024-06-30,,2,"China, Turkey",4,"Cyprus, Turkey, Turkey, Turkey",5,"Cyprus, Singapore, Turkey, Turkey, Turkey",0,0,44,4,"Beks Sun, LIFE",2,"Marshall Islands, Barbados",2,1,12,0,0,40,15,14,2,7,0,63,99,14
9265873,Kamelot,Seawaymax,2004,,6,1.6,2023-08-01,2024-03-31,,2,"Marshall Islands, Seychelles",3,"United Arab Emirates, Moldova, Seychelles",4,"United Arab Emirates, Moldova, Unknown, Azerbaijan",1,1,53,7,KAMELOT,1,"Palau (Republic of), Cook islands",2,0,0,0,0,6,0,29,0,12,0,12,53,14
9265885,Sea Maverick,Seawaymax,2004,,9,2.2,2023-03-01,2024-05-31,,2,"Liberia, Seychelles",2,"Greece, Seychelles",3,"Greece, Moldova, Azerbaijan",1,1,70,8,SEA MAVERICK,1,"Palau (Republic of), Sierra leone",2,3,1800,0,0,18,4,14,12,1,1,15,14,20
9266475,Sauri,Seawaymax,2003,,4,1.3,2023-04-01,2024-05-31,,2,"Singapore, Seychelles",2,"Japan, Seychelles",2,"India, Moldova",1,0,40,3,SAURI,1,Palau (Republic of),1,5,128,0,0,10,0,25,0,0,0,0,29,0
9266750,Magic Lady,Panamax,2004,,8,2.7,2023-03-01,2023-12-31,,2,"British Virgin Islands, Marshall Islands",2,"British Virgin Islands, Marshall Islands",2,"China, Unknown",0,0,43,9,MAGIC LADY,1,"Liberia, Barbados",2,2,88,0,0,14,0,1,0,0,0,285,140,8
9266762,Jag,Panamax,2005,,2,0.8,2023-03-01,2023-06-30,,2,"Liberia, India",2,"Greece, India",2,"Greece, India",1,1,14,4,JAG,1,,0,1,47,0,0,7,0,8,0,4,0,42,92,16
9266853,Nereus Sophia,Aframax,2004,0.71,1,0.0,2024-05-01,2024-05-31,,2,"Marshall Islands, China",2,"Greece, China",2,"Greece, China",1,0,46,6,NEREUS SOPHIA,1,Panama,1,0,0,0,0,7,6,2,2,2,2,80,91,16
9268112,Olia,Aframax,2003,1.42,2,0.7,2023-05-01,2024-06-30,,2,"Liberia, United Arab Emirates",4,"Greece, Singapore, United Arab Emirates, United Arab Emirates",4,"Greece, Singapore, United Arab Emirates, United Arab Emirates",1,0,41,1,"Arc I, OLIA",2,"Panama, Gabon",2,3,65,2,51,4,2,1,0,4,0,58,53,0
9269257,Lara Ii,Panamax,2004,,2,1.0,2024-02-01,2024-05-31,,4,"Bermuda, Liberia, Turkey, Turkey",3,"Singapore, Greece, Turkey",2,"Singapore, Turkey",0,0,34,7,"Lara, LARA II",2,"Liberia, Antigua and Barbuda",2,3,367,0,0,9,0,18,0,0,5,74,65,1
9269350,Kapitan Barmin,Handysize,2002,,6,0.1,2023-01-01,2023-06-30,,1,Russia,1,Russia,4,"Russia, Unknown, Unknown, Russia",0,0,15,1,,0,,0,0,0,0,0,105,188,54,19,0,0,0,1,0
9269403,M K A,Seawaymax,2003,,6,1.3,2023-01-01,2023-06-30,,2,"Italy, Marshall Islands",3,"Italy, United Arab Emirates, Marshall Islands",3,"Italy, United Arab Emirates, India",0,0,14,3,M K A,1,Cook islands,1,0,0,0,0,19,0,18,0,0,0,0,99,4
9270517,Seagull,Aframax,2003,1.5,2,0.4,2023-04-01,2024-05-31,,2,"British Virgin Islands, British Virgin Islands",2,"British Virgin Islands, British Virgin Islands",1,Pakistan,0,0,27,3,SEAGULL,1,"Panama, Not Known, Cook islands",3,1,12,0,0,6,21,1,1,6,0,154,52,22
9270749,Gauri,Seawaymax,2004,,2,0.4,2024-03-01,2024-05-31,,2,"India, Marshall Islands",2,"India, Marshall Islands",5,"India, Unknown, United Arab Emirates, Unknown, United Arab Emirates",0,0,26,2,GAURI,1,"Barbados, Marshall Islands",2,1,130,0,0,6,0,2,0,26,183,18,115,0
9271327,Cup,Aframax,2003,,1,0.6,2024-05-01,2024-05-31,,2,"Germany, Turkey",2,"Germany, Turkey",3,"Germany, Unknown, Turkey",0,0,44,6,"Lea, CUP",2,"Liberia, Germany, Antigua and Barbuda",3,2,43,2,43,11,7,13,9,2,0,65,91,12
9271573,ADEBOMI,Suezmax,2004,1.0,1,0.0,2024-05-01,2024-05-31,,2,"Spain, Turkey",2,"Spain, Turkey",3,"Spain, Turkey, Turkey",0,0,34,3,ADEBOMI,1,Panama,1,10,368,3,51,4,0,11,1,2,1,58,68,6
9271585,Heracles,Suezmax,2004,6.52,7,0.0,2023-05-01,2024-06-30,,2,"Liberia, India",3,"United Kingdom, India, India",5,"United Kingdom, India, Unknown, India, India",0,0,26,3,HERACLES,1,"St.Kitts and Nevis, Gabon",2,6,1435,2,913,14,1,12,3,9,2,116,35,0
9271951,Facca,Seawaymax,2004,,6,1.7999999999999998,2023-08-01,2024-05-31,,2,"Marshall Islands, Liberia",3,"China, Greece, Liberia",3,"China, China, China",0,0,57,5,"Bacci, FACCA",2,,0,2,78,0,0,22,0,25,0,0,0,45,151,46
9272931,Pericles,Seawaymax,2004,,6,1.4000000000000001,2023-03-01,2024-01-31,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",3,"Monaco, India, United Arab Emirates",4,"Monaco, Unknown, India, India",0,0,52,7,"Pericles, GARUDA",2,"St.Kitts and Nevis, Cook islands, Gabon",3,12,526,3,169,13,0,28,3,0,0,27,91,26
9273052,Danica,Aframax,2003,,3,1.9,2023-02-01,2024-02-29,,2,"Panama, United Arab Emirates",3,"United Arab Emirates, United Arab Emirates, United Arab Emirates",3,"Unknown, United Arab Emirates, United Arab Emirates",1,0,37,2,DANICA,1,Gabon,1,1,17,0,0,6,0,5,0,0,1,104,39,8
9273442,Beks Lotus,Panamax,2004,,1,0.2,2023-08-01,2023-08-31,,2,"Marshall Islands, Turkey",3,"Greece, Turkey, Turkey",3,"Greece, Turkey, Turkey",0,0,33,6,"Beks Lotus, PIER",2,Guinea-Bissau,1,5,796,1,44,4,1,8,3,6,5,52,154,0
9274434,Nanda Devi,Suezmax,2003,1.94,2,0.6,2023-09-01,2024-02-29,,3,"Belgium, Marshall Islands, Seychelles",4,"Belgium, India, Marshall Islands, Seychelles",5,"Greece, India, India, Unknown, India",1,0,33,3,NANDA DEVI,1,"St.Kitts and Nevis, Gabon",2,4,152,0,0,11,2,1,1,6,1,80,43,58
9274666,Kocatepe,Seawaymax,2005,,2,0.7,2023-02-01,2023-03-31,,2,"Unknown, Turkey",2,"Sweden, Turkey",2,"Sweden, Turkey",1,1,28,6,KOCATEPE,1,"Marshall Islands, Panama",2,0,0,0,0,28,19,42,0,0,0,3,25,4
9275402,Chai,Panamax,2004,,4,2.0,2023-10-01,2024-06-30,,2,"Liberia, Turkey",2,"Singapore, Turkey",2,"Singapore, Turkey",0,0,26,3,CHAI,1,,0,1,12,0,0,6,0,6,0,5,2,78,88,2
9275658,Purdue Stellar,Panamax,2004,,1,0.4,2024-05-01,2024-05-31,,2,"South Africa, China",2,"Greece, China",2,"Greece, China",0,0,43,4,PURDUE STELLAR,1,"Hong Kong, China",1,6,274,0,0,1,1,2,4,2,2,35,67,2
9275763,Beks Solar,Panamax,2004,,5,2.3,2023-02-01,2024-01-31,,2,"Italy, Turkey",3,"Singapore, Turkey, Turkey",3,"Italy, Turkey, Turkey",2,1,29,6,"Beks Solar, Page, Beks Solar, PAGE",4,"Malta, Marshall Islands, Panama",3,3,83,0,0,16,2,3,0,9,14,32,49,8
9275995,Oceanic II,Seawaymax,2003,,2,0.6,2023-09-01,2024-01-31,,2,"China, China",2,"Singapore, United Arab Emirates",3,"China, Unknown, United Arab Emirates",0,0,56,7,OCEANIC II,1,,0,1,13,1,13,0,0,0,0,6,0,16,71,18
9276028,Pamir,Seawaymax,2004,,13,3.9000000000000004,2023-01-01,2024-03-31,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates",0,0,43,6,,0,Gabon,1,2,28,0,0,33,10,0,0,6,2,36,103,4
9276030,Elbrus,Seawaymax,2004,,11,2.8,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,59,4,,0,Gabon,1,0,0,0,0,27,12,41,0,0,8,43,133,18
9277747,Elise,Panamax,2004,,6,2.3,2023-03-01,2024-04-30,,2,"India, India",3,"China, Bulgaria, India",3,"China, Bulgaria, India",0,0,22,2,ELISE,1,"Cameroon, Liberia, Cook islands",3,3,444,1,416,12,0,6,0,1,11,47,60,18
9277759,Lea I,Panamax,2004,,7,2.7,2023-02-01,2024-02-29,,2,"India, India",3,"United Arab Emirates, Bulgaria, India",3,"Unknown, Bulgaria, Unknown",0,0,29,1,"Lea, LEA I",2,"Cameroon, Liberia",2,2,82,1,23,18,0,0,0,2,12,21,60,18
9277761,Super Ever,Panamax,2004,,2,0.9,2024-02-01,2024-03-31,,2,"Netherlands, China",2,"Netherlands, China",2,"Netherlands, China",0,0,39,5,SUPER EVER,1,Not Known,1,2,68,0,0,3,0,0,0,0,6,53,44,12
9277773,Fair World,Panamax,2004,,4,1.9,2023-04-01,2024-01-31,,3,"Netherlands, Turkey, China",4,"Netherlands, Unknown, Turkey, China",4,"Netherlands, Unknown, Turkey, China",0,0,28,1,"Fair World, HAPPY CAMPER",2,"Marshall Islands, Panama",2,5,427,1,52,7,0,5,0,0,12,47,41,0
9278064,Saga,Seawaymax,2004,,2,0.8,2024-01-01,2024-05-31,,2,"Singapore, Seychelles",2,"USA, Seychelles",4,"Singapore, Moldova, Unknown, Azerbaijan",0,0,48,7,SAGA,1,"Palau (Republic of), Cook islands",2,4,175,1,80,14,1,13,7,0,3,63,69,18
9278959,Nizhniy Novgorod,Handysize,2002,,12,0.4,2023-01-01,2024-02-29,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",0,0,5,0,,0,,0,0,0,0,0,268,499,15,0,0,0,0,1,6
9279719,Sea Helios,Seawaymax,2004,,2,0.6,2024-02-01,2024-04-30,,2,"Malta, Turkey",2,"Greece, Turkey",2,"Greece, Turkey",0,0,45,7,SUNRISE,1,Antigua and Barbuda,1,0,0,0,0,8,3,1,0,1,0,74,65,10
9280586,Beks Ocean,Panamax,2004,,5,2.3,2023-02-01,2024-03-31,,2,"Marshall Islands, Turkey",3,"United Kingdom, Turkey, Turkey",6,"United Kingdom, Singapore, Unknown, India, Unknown, Turkey",0,0,30,3,"Beks Ocean, Nile, BEKS OCEAN",3,Panama,1,1,15,0,0,8,0,7,5,2,3,58,62,57
9281011,Oriental Pearl,Aframax,2004,3.73,5,1.4,2023-01-01,2024-04-30,,2,"Liberia, United Arab Emirates",3,"Greece, India, United Arab Emirates",3,"Greece, India, India",1,0,32,2,ORIENTAL PEARL,1,"St.Kitts and Nevis, Not Known, Mongolia, Gabon",4,0,0,0,0,16,11,6,0,8,0,108,62,10
9281425,Beks Bebek,Panamax,2005,,1,1.0,2024-03-01,2024-03-31,,2,"Bahamas, Turkey",3,"United Arab Emirates, Turkey, Turkey",5,"United Arab Emirates, Singapore, Unknown, Turkey, Turkey",1,0,36,5,"Beks Bebek, PALM",2,"Marshall Islands, Guinea-Bissau",2,0,0,0,0,4,0,8,0,6,13,65,23,0
9281891,Merope,Aframax,2003,11.56,12,0.7,2023-01-01,2024-06-30,,2,"Liberia, China",1,China,1,China,0,0,26,3,,0,Panama,1,1,265,1,265,32,0,2,0,3,1,58,169,4
